T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
BD'+A'CD', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,8
C'D+A'BC', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,8
BC'+A'C'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,8
AB+A'CD', [([], '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],5,8
BD+A'CD', [([], '0'), ('B', '0'), ('C', '1'), (('A', 'C'), '0'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,8
BD+B'CD', [([], '0'), ('B', '0'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,8
AB+A'C'D, [([], '0'), ('B', '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],5,8
BC+A'C'D, [([], '0'), ('B', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('C', 'D'), '0')],5,8
AC+A'B'D, [([], '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],5,8
BC+A'B'D, [([], '0'), ('C', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C'), '1'), (('B', 'D'), '0')],5,8
AD+B'C', [([], '1'), ('A', '1'), (('A', 'B'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '1')],4,8
AC+B'D', [([], '1'), ('A', '1'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('A', 'C', 'D'), '1')],4,8
A'+BC'+B'C, [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,8
A'+C+BD', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'D'), '0')],4,8
A'+B+CD', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],4,8
A'+D+BC', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C'), '0')],4,8
A'+BD'+B'D, [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,8
A'+B+C'D, [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
A'+D+B'C, [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C'), '0')],4,8
A'+C+B'D, [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
A'+CD'+C'D, [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
A'B'+ACD', [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,8
A'B'+AC'D, [([], '1'), ('A', '0'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,8
A'C'+AB'D, [([], '1'), ('A', '0'), (('A', 'D'), '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,8
A'B'+CD, [([], '1'), ('A', '0'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
A'C'+BD, [([], '1'), ('A', '0'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
A'D'+BC, [([], '1'), ('A', '0'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
B'+AC'+A'C, [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,8
B'+C+AD', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'D'), '0')],4,8
A+B'+CD', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],4,8
B'+D+AC', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0')],4,8
B'+AD'+A'D, [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,8
A+B'+C'D, [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
A'B'+BC, [([], '1'), ('B', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],4,8
A'B'+BD, [([], '1'), ('B', '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],4,8
A'B'+A'CD', [([], '1'), ('B', '0'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,8
A'B'+A'C'D, [([], '1'), ('B', '0'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
B'+D+A'C, [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0')],4,8
B'+C+A'D, [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
B'+CD'+C'D, [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
B'C'+A'BD, [([], '1'), ('B', '0'), (('B', 'D'), '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,8
A'C'+BC, [([], '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],4,8
A'C'+A'BD', [([], '1'), ('C', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,8
C'+AB'+A'B, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,8
B+C'+AD', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'C', 'D'), '0')],4,8
A+C'+BD', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],4,8
C'+D+AB', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0')],4,8
C'+AD'+A'D, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
A+C'+B'D, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
A'C'+CD, [([], '1'), ('C', '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],4,8
AB+C'D', [([], '1'), ('C', '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'C'), '1')],4,8
A'C'+A'B'D, [([], '1'), ('C', '0'), (('A', 'D'), '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
C'+D+A'B, [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C'), '0')],4,8
B+C'+A'D, [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
C'+BD'+B'D, [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
B'C'+CD, [([], '1'), ('C', '0'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
B'C'+A'B'D, [([], '1'), ('C', '0'), (('B', 'D'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
A'D'+BD, [([], '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],4,8
A'D'+A'BC', [([], '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
A'D'+CD, [([], '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],4,8
A'D'+A'B'C, [([], '1'), ('D', '0'), (('A', 'C'), '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
D'+AB'+A'B, [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,8
B+D'+AC', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
A+D'+BC', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
C+D'+AB', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
D'+AC'+A'C, [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
A+D'+B'C, [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
B'D'+CD, [([], '1'), ('D', '0'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
B'D'+A'B'C, [([], '1'), ('D', '0'), (('B', 'C'), '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
C+D'+A'B, [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
B+D'+A'C, [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
D'+BC'+B'C, [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
BC+AB'C', [([], '0'), ('A', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],5,8
BD+AB'D', [([], '0'), ('A', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],5,8
CD+AC'D', [([], '0'), ('A', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],5,8
A+BC'+BD', [([], '0'), ('A', '1'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,8
A'B+BC', [([], '0'), ('A', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],4,8
A'B+BD', [([], '0'), ('A', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
A'C+CD', [([], '0'), ('A', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
A'B+BC, [([], '0'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],4,8
A'B+BD, [([], '0'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],4,8
B+AC'+AD', [([], '0'), ('B', '1'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,8
CD+BC'D', [([], '0'), ('B', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,8
B'C+CD', [([], '0'), ('B', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
AC'+B'C, [([], '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],4,8
C+AB'+AD', [([], '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,8
A'C+BC, [([], '0'), ('C', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],4,8
AC+B'C, [([], '0'), ('C', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],4,8
A'C+CD, [([], '0'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],4,8
B'C+CD, [([], '0'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
D+AB'+AC', [([], '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,8
AD'+B'D, [([], '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],4,8
A'D+BD, [([], '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],4,8
AD+B'D, [([], '0'), ('D', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],4,8
AD'+C'D, [([], '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],4,8
A'D+CD, [([], '0'), ('D', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],4,8
AD+C'D, [([], '0'), ('D', '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],4,8
BD'+C'D, [([], '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],4,8
B'D+CD, [([], '0'), ('D', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
BD+C'D, [([], '0'), ('D', '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],4,8
A'B'+B'C'D', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'D'), '0')],5,9
D+A'B'+B'C', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'D'), '1')],5,9
B'C'+A'CD', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('C', 'D'), '0')],5,9
C+A'B'+B'D', [([], '1'), ('A', '1'), ('B', '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'C'), '1')],5,9
B'D'+A'C'D, [([], '1'), ('A', '1'), ('B', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,9
A'C'+B'C'D', [([], '1'), ('A', '1'), ('C', '0'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'D'), '0')],5,9
B+A'C'+C'D', [([], '1'), ('A', '1'), ('C', '0'), ('D', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'C'), '1')],5,9
C'D'+A'B'D, [([], '1'), ('A', '1'), ('C', '0'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,9
D+A'B'+BC', [([], '1'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('B', 'C'), '0')],5,9
A'B'+BC'D', [([], '1'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,9
D+A'C'+B'C, [([], '1'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('B', 'C'), '0')],5,9
A'C'+B'CD', [([], '1'), ('A', '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,9
C+A'B'+BD', [([], '1'), ('A', '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('B', 'D'), '0')],5,9
C+A'D'+B'D, [([], '1'), ('A', '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('B', 'D'), '0')],5,9
A'D'+B'C'D, [([], '1'), ('A', '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,9
B+A'C'+CD', [([], '1'), ('A', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('C', 'D'), '0')],5,9
B+A'D'+C'D, [([], '1'), ('A', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('C', 'D'), '0')],5,9
B'C'+A'C'D', [([], '1'), ('B', '1'), ('C', '0'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,9
A+B'C'+C'D', [([], '1'), ('B', '1'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,9
A+B'C'+CD', [([], '1'), ('B', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('C', 'D'), '0')],5,9
A+B'D'+C'D, [([], '1'), ('B', '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('C', 'D'), '0')],5,9
BC+AB'D', [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'C'), '1')],5,9
BC+AC'D', [([], '0'), ('A', '1'), ('B', '0'), ('C', '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'C'), '1')],5,9
BD+AB'C', [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'D'), '1')],5,9
BD+AC'D', [([], '0'), ('A', '1'), ('B', '0'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('B', 'D'), '1')],5,9
CD+AB'C', [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('C', 'D'), '1')],5,9
CD+AB'D', [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('C', 'D'), '1')],5,9
AC+A'BD', [([], '0'), ('A', '0'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('B', 'D'), '0')],5,9
AD+A'BC', [([], '0'), ('A', '0'), ('B', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '1'), (('B', 'C'), '0')],5,9
AD+A'B'C, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('B', 'C'), '0')],5,9
CD+A'BC', [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,9
CD+A'BD', [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,9
BD+A'B'C, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('B', 'D'), '1')],5,9
AB'+A'CD, [([], '0'), ('A', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'D+ABC', [([], '0'), ('A', '0'), ('B', '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'C+AB'D, [([], '0'), ('A', '0'), ('C', '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'D+AB'C, [([], '0'), ('A', '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'B+A'CD, [([], '0'), ('B', '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'C+A'BD, [([], '0'), ('B', '0'), ('C', '1'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'D+A'BC, [([], '0'), ('B', '0'), ('C', '0'), ('D', '1'), (('B', 'C'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'+BC+B'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],5,9
A'+D+B'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'D'), '1')],4,9
A'+C+B'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'C'), '1')],4,9
A'+BD+B'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],5,9
B'+AC+A'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],5,9
B'+D+A'C', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'D'), '1')],4,9
B'+C+A'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'C'), '1')],4,9
B'+AD+A'D', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],5,9
A'+B+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'B', 'C'), '1')],4,9
A'+CD+C'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
C'+AB+A'B', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],5,9
C'+D+A'B', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'C', 'D'), '1')],4,9
B+C'+A'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('A', 'B', 'C'), '1')],4,9
C'+AD+A'D', [([], '1'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
D+AC+B'C', [([], '1'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('B', 'D'), '1'), (('A', 'B', 'C'), '1')],5,9
D'+AB+A'B', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],5,9
C+D'+A'B', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'C', 'D'), '1')],4,9
B+D'+A'C', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '1')],4,9
D'+AC+A'C', [([], '1'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
C+AD+B'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('A', 'B', 'D'), '1')],5,9
