T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
E', [([], '1'), ('E', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
E, [([], '0'), ('E', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
A'E', [([], '1'), ('A', '0'), ('E', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
B'E', [([], '1'), ('B', '0'), ('E', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
C'E', [([], '1'), ('C', '0'), ('E', '0')],2,2
D'E', [([], '1'), ('D', '0'), ('E', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
A+E, [([], '0'), ('A', '1'), ('E', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
B+E, [([], '0'), ('B', '1'), ('E', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
C+E, [([], '0'), ('C', '1'), ('E', '1')],2,2
D+E, [([], '0'), ('D', '1'), ('E', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'B'E', [([], '1'), ('A', '0'), ('B', '0'), ('E', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
A'C'E', [([], '1'), ('A', '0'), ('C', '0'), ('E', '0')],3,3
A'D'E', [([], '1'), ('A', '0'), ('D', '0'), ('E', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
B'C'E', [([], '1'), ('B', '0'), ('C', '0'), ('E', '0')],3,3
B'D'E', [([], '1'), ('B', '0'), ('D', '0'), ('E', '0')],3,3
C'D'E', [([], '1'), ('C', '0'), ('D', '0'), ('E', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+B+E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
A+C+E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1')],3,3
A+D+E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
B+C+E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1')],3,3
B+D+E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1')],3,3
C+D+E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A'+E, [([], '1'), ('A', '0'), (('A', 'E'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
B'+E, [([], '1'), ('B', '0'), (('B', 'E'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
C'+E, [([], '1'), ('C', '0'), (('C', 'E'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
D'+E, [([], '1'), ('D', '0'), (('D', 'E'), '1')],2,3
A+E', [([], '1'), ('E', '0'), (('A', 'E'), '1')],2,3
B+E', [([], '1'), ('E', '0'), (('B', 'E'), '1')],2,3
C+E', [([], '1'), ('E', '0'), (('C', 'E'), '1')],2,3
D+E', [([], '1'), ('E', '0'), (('D', 'E'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
AE', [([], '0'), ('A', '1'), (('A', 'E'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
BE', [([], '0'), ('B', '1'), (('B', 'E'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
CE', [([], '0'), ('C', '1'), (('C', 'E'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
DE', [([], '0'), ('D', '1'), (('D', 'E'), '0')],2,3
A'E, [([], '0'), ('E', '1'), (('A', 'E'), '0')],2,3
B'E, [([], '0'), ('E', '1'), (('B', 'E'), '0')],2,3
C'E, [([], '0'), ('E', '1'), (('C', 'E'), '0')],2,3
D'E, [([], '0'), ('E', '1'), (('D', 'E'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0')],4,4
A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0')],4,4
A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A+B+C+E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1')],4,4
A+B+D+E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1')],4,4
A+C+D+E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
B+C+D+E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
A'E+A'C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'E'), '0'), (('C', 'E'), '1')],5,6
B+CD+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],5,6
B+E+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'E'), '1')],4,6
BC'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '0'), (('B', 'D'), '1')],4,6
B'E+B'C'D', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'E'), '0'), (('C', 'E'), '1')],5,6
E+CD+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('C', 'D'), '1'), (('C', 'E'), '1')],5,6
A'B+A'C'E', [([], '1'), ('C', '0'), ('E', '0'), (('A', 'B'), '0'), (('B', 'C'), '1')],5,6
A+B+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('A', 'C'), '1'), (('B', 'C'), '1')],4,6
A+D+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('A', 'C'), '1'), (('C', 'D'), '1')],4,6
A+CE+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('A', 'C'), '1'), (('C', 'E'), '1')],5,6
AC'+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('A', 'C'), '0'), (('A', 'E'), '1')],4,6
A'D+A'C'E', [([], '1'), ('C', '0'), ('E', '0'), (('A', 'D'), '0'), (('C', 'D'), '1')],5,6
B+D+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('B', 'C'), '1'), (('C', 'D'), '1')],4,6
B+CE+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('B', 'C'), '1'), (('C', 'E'), '1')],5,6
BC'+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('B', 'C'), '0'), (('B', 'E'), '1')],4,6
B'D+B'C'E', [([], '1'), ('C', '0'), ('E', '0'), (('B', 'D'), '0'), (('C', 'D'), '1')],5,6
D+CE+C'E', [([], '1'), ('C', '0'), ('E', '0'), (('C', 'D'), '1'), (('C', 'E'), '1')],5,6
A'B+A'D'E', [([], '1'), ('D', '0'), ('E', '0'), (('A', 'B'), '0'), (('B', 'D'), '1')],5,6
A'C+A'D'E', [([], '1'), ('D', '0'), ('E', '0'), (('A', 'C'), '0'), (('C', 'D'), '1')],5,6
A+B+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('A', 'D'), '1'), (('B', 'D'), '1')],4,6
A+C+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('A', 'D'), '1'), (('C', 'D'), '1')],4,6
A+DE+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('A', 'D'), '1'), (('D', 'E'), '1')],5,6
AD'+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('A', 'D'), '0'), (('A', 'E'), '1')],4,6
B'C+B'D'E', [([], '1'), ('D', '0'), ('E', '0'), (('B', 'C'), '0'), (('C', 'D'), '1')],5,6
B+C+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('B', 'D'), '1'), (('C', 'D'), '1')],4,6
B+DE+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('B', 'D'), '1'), (('D', 'E'), '1')],5,6
BD'+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('B', 'D'), '0'), (('B', 'E'), '1')],4,6
C+DE+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('C', 'D'), '1'), (('D', 'E'), '1')],5,6
CD'+D'E', [([], '1'), ('D', '0'), ('E', '0'), (('C', 'D'), '0'), (('C', 'E'), '1')],4,6
A'B+AB'C', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'C'), '0')],5,6
A'B+AB'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'D'), '0')],5,6
A'B+AB'E', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('A', 'E'), '0')],5,6
AB'+A'BC', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'C'), '0')],5,6
AB'+A'BD', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'D'), '0')],5,6
AB'+A'BE', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '0'), (('B', 'E'), '0')],5,6
B+AC'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('A', 'D'), '0')],4,6
B+AC'E', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('A', 'E'), '0')],4,6
AC'+BC', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],4,6
AC'+BD', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('B', 'D'), '0')],4,6
AC'+BE', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('B', 'E'), '0')],4,6
B+AD'E', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('A', 'E'), '0')],4,6
AD'+BC', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('B', 'C'), '0')],4,6
AD'+BD', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],4,6
AD'+BE', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('B', 'E'), '0')],4,6
AE'+BC', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'E'), '0'), (('B', 'C'), '0')],4,6
AE'+BD', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'E'), '0'), (('B', 'D'), '0')],4,6
AE'+BE', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'E'), '0'), (('B', 'E'), '0')],4,6
A+BC'D', [([], '0'), ('A', '1'), ('B', '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],4,6
A+BC'E', [([], '0'), ('A', '1'), ('B', '1'), (('B', 'C'), '0'), (('B', 'E'), '0')],4,6
A+BD'E', [([], '0'), ('A', '1'), ('B', '1'), (('B', 'D'), '0'), (('B', 'E'), '0')],4,6
A'C+AB'C', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('A', 'C'), '0')],5,6
C+AB'D', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('A', 'D'), '0')],4,6
C+AB'E', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('A', 'E'), '0')],4,6
AB'+B'C, [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('B', 'C'), '0')],4,6
AB'+CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('C', 'D'), '0')],4,6
AB'+CE', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('C', 'E'), '0')],4,6
A'C+AC'D', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0')],5,6
A'C+AC'E', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'E'), '0')],5,6
AC'+A'B'C, [([], '0'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],5,6
AC'+A'CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],5,6
AC'+A'CE', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'E'), '0')],5,6
C+AD'E', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('A', 'E'), '0')],4,6
AD'+B'C, [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('B', 'C'), '0')],4,6
AD'+CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],4,6
AD'+CE', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('C', 'E'), '0')],4,6
AE'+B'C, [([], '0'), ('A', '1'), ('C', '1'), (('A', 'E'), '0'), (('B', 'C'), '0')],4,6
AE'+CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'E'), '0'), (('C', 'D'), '0')],4,6
AE'+CE', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'E'), '0'), (('C', 'E'), '0')],4,6
A+B'CD', [([], '0'), ('A', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],4,6
A+B'CE', [([], '0'), ('A', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'E'), '0')],4,6
A+CD'E', [([], '0'), ('A', '1'), ('C', '1'), (('C', 'D'), '0'), (('C', 'E'), '0')],4,6
D+AB'C', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0')],4,6
A'D+AB'D', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'D'), '0')],5,6
D+AB'E', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'E'), '0')],4,6
AB'+B'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'D'), '0')],4,6
AB'+C'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('C', 'D'), '0')],4,6
AB'+DE', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'B'), '0'), (('D', 'E'), '0')],4,6
A'D+AC'D', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'C'), '0'), (('A', 'D'), '0')],5,6
D+AC'E', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'C'), '0'), (('A', 'E'), '0')],4,6
AC'+B'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'C'), '0'), (('B', 'D'), '0')],4,6
AC'+C'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],4,6
AC'+DE', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'C'), '0'), (('D', 'E'), '0')],4,6
A'D+AD'E', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('A', 'E'), '0')],5,6
AD'+A'B'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],5,6
AD'+A'C'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],5,6
AD'+A'DE', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'D'), '0'), (('D', 'E'), '0')],5,6
AE'+B'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'E'), '0'), (('B', 'D'), '0')],4,6
AE'+C'D, [([], '0'), ('A', '1'), ('D', '1'), (('A', 'E'), '0'), (('C', 'D'), '0')],4,6
AE'+DE', [([], '0'), ('A', '1'), ('D', '1'), (('A', 'E'), '0'), (('D', 'E'), '0')],4,6
A+B'C'D, [([], '0'), ('A', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],4,6
A+B'DE', [([], '0'), ('A', '1'), ('D', '1'), (('B', 'D'), '0'), (('D', 'E'), '0')],4,6
A+C'DE', [([], '0'), ('A', '1'), ('D', '1'), (('C', 'D'), '0'), (('D', 'E'), '0')],4,6
E+AB'C', [([], '0'), ('A', '1'), ('E', '1'), (('A', 'B'), '0'), (('A', 'C'), '0')],4,6
E+AB'D', [([], '0'), ('A', '1'), ('E', '1'), (('A', 'B'), '0'), (('A', 'D'), '0')],4,6
A'E+AB'E', [([], '0'), ('A', '1'), ('E', '1'), (('A', 'B'), '0'), (('A', 'E'), '0')],5,6
AB'+B'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'B'), '0'), (('B', 'E'), '0')],4,6
AB'+C'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'B'), '0'), (('C', 'E'), '0')],4,6
AB'+D'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'B'), '0'), (('D', 'E'), '0')],4,6
E+AC'D', [([], '0'), ('A', '1'), ('E', '1'), (('A', 'C'), '0'), (('A', 'D'), '0')],4,6
A'E+AC'E', [([], '0'), ('A', '1'), ('E', '1'), (('A', 'C'), '0'), (('A', 'E'), '0')],5,6
AC'+B'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'C'), '0'), (('B', 'E'), '0')],4,6
AC'+C'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'C'), '0'), (('C', 'E'), '0')],4,6
AC'+D'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'C'), '0'), (('D', 'E'), '0')],4,6
A'E+AD'E', [([], '0'), ('A', '1'), ('E', '1'), (('A', 'D'), '0'), (('A', 'E'), '0')],5,6
AD'+B'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'D'), '0'), (('B', 'E'), '0')],4,6
AD'+C'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'D'), '0'), (('C', 'E'), '0')],4,6
AD'+D'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'D'), '0'), (('D', 'E'), '0')],4,6
AE'+A'B'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'E'), '0')],5,6
AE'+A'C'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'E'), '0'), (('C', 'E'), '0')],5,6
AE'+A'D'E, [([], '0'), ('A', '1'), ('E', '1'), (('A', 'E'), '0'), (('D', 'E'), '0')],5,6
A+B'C'E, [([], '0'), ('A', '1'), ('E', '1'), (('B', 'E'), '0'), (('C', 'E'), '0')],4,6
A+B'D'E, [([], '0'), ('A', '1'), ('E', '1'), (('B', 'E'), '0'), (('D', 'E'), '0')],4,6
A+C'D'E, [([], '0'), ('A', '1'), ('E', '1'), (('C', 'E'), '0'), (('D', 'E'), '0')],4,6
AC+BC', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'C'), '1'), (('B', 'C'), '0')],4,6
AD+BD', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'D'), '1'), (('B', 'D'), '0')],4,6
AE+BE', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'E'), '1'), (('B', 'E'), '0')],4,6
AB+B'C, [([], '0'), ('A', '0'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '0')],4,6
AD+CD', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'D'), '1'), (('C', 'D'), '0')],4,6
AE+CE', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'E'), '1'), (('C', 'E'), '0')],4,6
AB+B'D, [([], '0'), ('A', '0'), ('D', '1'), (('A', 'B'), '1'), (('B', 'D'), '0')],4,6
AC+C'D, [([], '0'), ('A', '0'), ('D', '1'), (('A', 'C'), '1'), (('C', 'D'), '0')],4,6
AE+DE', [([], '0'), ('A', '0'), ('D', '1'), (('A', 'E'), '1'), (('D', 'E'), '0')],4,6
AB+B'E, [([], '0'), ('A', '0'), ('E', '1'), (('A', 'B'), '1'), (('B', 'E'), '0')],4,6
AC+C'E, [([], '0'), ('A', '0'), ('E', '1'), (('A', 'C'), '1'), (('C', 'E'), '0')],4,6
AD+D'E, [([], '0'), ('A', '0'), ('E', '1'), (('A', 'D'), '1'), (('D', 'E'), '0')],4,6
B'C+A'BC', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('B', 'C'), '0')],5,6
C+A'BD', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('B', 'D'), '0')],4,6
C+A'BE', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('B', 'E'), '0')],4,6
A'B+CD', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('C', 'D'), '0')],4,6
A'B+CE', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('C', 'E'), '0')],4,6
BC'+A'B'C, [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],5,6
A'C+BD', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'D'), '0')],4,6
A'C+BE', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'E'), '0')],4,6
B+A'CD', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],4,6
B+A'CE', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('C', 'E'), '0')],4,6
B'C+BC'D', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,6
B'C+BC'E', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'E'), '0')],5,6
BC'+B'CD', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,6
BC'+B'CE', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'E'), '0')],5,6
C+BD'E', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('B', 'E'), '0')],4,6
BD'+CD', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],4,6
BD'+CE', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'D'), '0'), (('C', 'E'), '0')],4,6
BE'+CD', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'E'), '0'), (('C', 'D'), '0')],4,6
BE'+CE', [([], '0'), ('B', '1'), ('C', '1'), (('B', 'E'), '0'), (('C', 'E'), '0')],4,6
B+CD'E', [([], '0'), ('B', '1'), ('C', '1'), (('C', 'D'), '0'), (('C', 'E'), '0')],4,6
D+A'BC', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C'), '0')],4,6
B'D+A'BD', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'D'), '0')],5,6
D+A'BE', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'E'), '0')],4,6
A'B+C'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('C', 'D'), '0')],4,6
A'B+DE', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('D', 'E'), '0')],4,6
A'D+BC', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C'), '0')],4,6
BD'+A'B'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],5,6
A'D+BE', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'E'), '0')],4,6
B+A'C'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],4,6
B+A'DE', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '0'), (('D', 'E'), '0')],4,6
B'D+BC'D', [([], '0'), ('B', '1'), ('D', '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],5,6
D+BC'E', [([], '0'), ('B', '1'), ('D', '1'), (('B', 'C'), '0'), (('B', 'E'), '0')],4,6
BC'+C'D, [([], '0'), ('B', '1'), ('D', '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],4,6
BC'+DE', [([], '0'), ('B', '1'), ('D', '1'), (('B', 'C'), '0'), (('D', 'E'), '0')],4,6
B'D+BD'E', [([], '0'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('B', 'E'), '0')],5,6
BD'+B'C'D, [([], '0'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,6
BD'+B'DE', [([], '0'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('D', 'E'), '0')],5,6
BE'+C'D, [([], '0'), ('B', '1'), ('D', '1'), (('B', 'E'), '0'), (('C', 'D'), '0')],4,6
BE'+DE', [([], '0'), ('B', '1'), ('D', '1'), (('B', 'E'), '0'), (('D', 'E'), '0')],4,6
B+C'DE', [([], '0'), ('B', '1'), ('D', '1'), (('C', 'D'), '0'), (('D', 'E'), '0')],4,6
E+A'BC', [([], '0'), ('B', '1'), ('E', '1'), (('A', 'B'), '0'), (('B', 'C'), '0')],4,6
E+A'BD', [([], '0'), ('B', '1'), ('E', '1'), (('A', 'B'), '0'), (('B', 'D'), '0')],4,6
B'E+A'BE', [([], '0'), ('B', '1'), ('E', '1'), (('A', 'B'), '0'), (('B', 'E'), '0')],5,6
A'B+C'E, [([], '0'), ('B', '1'), ('E', '1'), (('A', 'B'), '0'), (('C', 'E'), '0')],4,6
